Date,Year,Week,Description,Amount,Level 1,Level 2,Level 3,Transaction Type,Payment Mode
17/02/24,2024,7,Namma Yatri - Auto Fare - Home to Bhartiya City,60,Regular,Travel,Cabs,UPI,Google Pay
17/02/24,2024,7,McDonald’s - McSwirl Chocolate Cone,52,Regular,Food,Dine-out,Credit Card,HDFC TataNeu Infinity
17/02/24,2024,7,Namma Yatri - Auto Fare - Bhartiya City to Home,61,Regular,Travel,Cabs,UPI,Google Pay
17/02/24,2024,7,Swiggy Breakfast,233,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
17/02/24,2024,7,Buffalo Wild Wings Indiranagar with Sushma,2007,Regular,Food,Dine-out,Credit Card,HDFC Swiggy
17/02/24,2024,7,Adjustment - Buffalo Wild Wings with Sushma,-1003.5,Regular,Food,Dine-out,UPI,Google Pay
17/02/24,2024,7,BMW X5 Infotainment Screen Protector,725,Regular,Car,Maintenance & Repair,Credit Card,ICICI AmazonPay
17/02/24,2024,7,BMW X5 Infotainment Screen Protector,130,Regular,Car,Maintenance & Repair,Digital Wallet,AmazonPay
18/02/24,2024,7,Nike Pegasus Shoes (Buy 1 Get 1 Offer),9995,One-Time,Shopping,Fashion,Credit Card,HDFC Diners Black
18/02/24,2024,7,Adjustment - Nike Pegasus Shoes - Sushma,-5000,One-Time,Shopping,Fashion,UPI,Google Pay
18/02/24,2024,7,McDonald’s Lunch,446.99,Regular,Food,Dine-out,Credit Card,HDFC Diners Black
18/02/24,2024,7,Parking - Nike Outlet Store,50,Regular,Car,Parking,Credit Card,HDFC TataNeu Infinity
18/02/24,2024,7,Swiggy Breakfast,247,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
18/02/24,2024,7,Swiggy Dinner,223,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
19/02/24,2024,8,Swiggy Breakfast,357,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
19/02/24,2024,8,Swiggy Dinner,346,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
19/02/24,2024,8,iCloud 2TB - Feb’24,620,Regular,Subscription,Cloud Storage,Credit Card,ICICI AmazonPay
19/02/24,2024,8,YouTube Music - Feb’24,129,Regular,Subscription,Music,UPI,Google Pay
20/02/24,2024,8,Airtel Data Pack,100,Regular,Subscription,Mobile Data,Credit Card,ICICI AmazonPay
20/02/24,2024,8,AllMarket,267,Regular,Food,Groceries,Credit Card,HDFC TataNeu Infinity
20/02/24,2024,8,Swiggy Breakfast,201,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
20/02/24,2024,8,Swiggy Lunch,522,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
20/02/24,2024,8,Swiggy Dinner,157,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
20/02/24,2024,8,Swiggy Lunch Refund,-261,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
21/02/24,2024,8,Jio Data Pack,100,Regular,Subscription,Mobile Data,Credit Card,ICICI AmazonPay
21/02/24,2024,8,Geist Brewing Company - Bhartiya City Mall,581,Regular,Food,Dine-out,Credit Card,HDFC Swiggy
21/02/24,2024,8,Movie - Anveshippin Kandethum - PVR Bhartiya Mall,180,Regular,Entertainment,Cinema,Credit Card,HDFC TataNeu Infinity
21/02/24,2024,8,Baskin Robbins - Bhartiya Mall,123,Regular,Food,Dine-out,Credit Card,HDFC TataNeu Infinity
21/02/24,2024,8,Zomato Breakfast,234.39,Regular,Food,Zomato,Credit Card,HDFC Swiggy
21/02/24,2024,8,Namma Yatri - Auto Fare - Home to Bhartiya City,50,Regular,Travel,Cabs,UPI,Google Pay
21/02/24,2024,8,Namma Yatri - Auto Fare - Bhartiya City to Home,72,Regular,Travel,Cabs,Credit Card,HDFC TataNeu Infinity
22/02/24,2024,8,AllMarket,80,Regular,Food,Groceries,Credit Card,HDFC TataNeu Infinity
22/02/24,2024,8,Swiggy Dinner,226,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
22/02/24,2024,8,Swiggy Dinner,286,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
22/02/24,2024,8,Moved to Dad’s Expenses - BMW X5 Infotainment Screen Protector,-855,Regular,Car,Maintenance & Repair,UPI,Google Pay
23/02/24,2024,8,Zomato Breakfast,250.34,Regular,Food,Zomato,Credit Card,HDFC Swiggy
23/02/24,2024,8,Plumber Repair - Sobha City,50,Regular,Home,Maintenance & Repair,UPI,Google Pay
23/02/24,2024,8,AllMarket,119,Regular,Food,Groceries,Credit Card,HDFC TataNeu Infinity
23/02/24,2024,8,Swiggy Evening Snack,172,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
23/02/24,2024,8,Swiggy Dinner with Garima & Chandra,1019,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
23/02/24,2024,8,Swiggy Dinner with Garima & Chandra,708,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
23/02/24,2024,8,Adjustment - Swiggy Dinner with Garima & Chandra,-1151.33,Regular,Food,Swiggy,UPI,Google Pay
24/02/24,2024,8,Hole in the Wall Breakfast with Garima,851,Regular,Food,Dine-out,Credit Card,HDFC Diners Black
24/02/24,2024,8,Adjustment - Hole in the Wall Breakfast with Garima,-425.5,Regular,Food,Dine-out,UPI,Google Pay
24/02/24,2024,8,Swiggy Ice Cream,216,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
24/02/24,2024,8,Swiggy Dinner with Sushma,563,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
24/02/24,2024,8,Adjustment - Swiggy Dinner with Sushma,-389.5,Regular,Food,Swiggy,UPI,Google Pay
25/02/24,2024,8,Namma Yatri - Auto Fare - Home to Bhartiya City,50,Regular,Travel,Cabs,UPI,Google Pay
25/02/24,2024,8,MTR Breakfast,193,Regular,Food,Dine-out,Credit Card,HDFC TataNeu Infinity
25/02/24,2024,8,Movie - Manjummel Boys - PVR Bhartiya Mall,236.40,Regular,Entertainment,Cinema,Credit Card,OneCard
25/02/24,2024,8,Namma Yatri - Auto Fare - Bhartiya City to Home,40,Regular,Travel,Cabs,UPI,Google Pay
25/02/24,2024,8,AllMarket,256,Regular,Food,Groceries,Credit Card,HDFC TataNeu Infinity
25/02/24,2024,8,Pizza Bakery with Ajay & Sumangal,1752,Regular,Food,Dine-out,Credit Card,HDFC Swiggy
25/02/24,2024,8,Adjustment - Pizza Bakery with Sumangal & Ajay,-1168,Regular,Food,Dine-out,UPI,Google Pay
25/02/24,2024,8,Movie - Article 370 - PVR Bhartiya Mall,260,Regular,Entertainment,Cinema,Credit Card,HDFC TataNeu Infinity
25/02/24,2024,8,Parking - Bhartiya Mall,100,Regular,Car,Parking,Credit Card,HDFC TataNeu Infinity
25/02/24,2024,8,IDC Kitchen - Horlicks,30,Regular,Food,Dine-out,Credit Card,HDFC TataNeu Infinity
26/02/24,2024,9,Swiggy Breakfast,169,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
26/02/24,2024,9,Swiggy Lunch,334,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
26/02/24,2024,9,Puncture Repair,40,Regular,Car,Maintenance & Repair,Credit Card,HDFC TataNeu Infinity
26/02/24,2024,9,TumbleDry Kalyan Nagar,240,Regular,Services,Laundry,Credit Card,HDFC TataNeu Infinity
27/02/24,2024,9,Breakfast - Vinayaka Mylari Mysore,100,Regular,Food,Dine-out,UPI,Google Pay
27/02/24,2024,9,Snacks - Mysore Airport,130,Regular,Food,Dine-out,UPI,Google Pay
27/02/24,2024,9,Swiggy Lunch,223,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
27/02/24,2024,9,Swiggy Dinner,306,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
27/02/24,2024,9,HDFC Swiggy Cashback - Feb’24,-2188,Regular,Credit,Cashback,Digital Wallet,Swiggy Money
27/02/24,2024,9,Paytm Reload Fee (200 INR),4.70,Regular,Car,Toll,Credit Card,HDFC TataNeu Infinity
27/02/24,2024,9,Tolls - BLR to MSR,320,Regular,Car,Toll,Digital Wallet,PayTM
27/02/24,2024,9,TataNeu Cashback - Feb’24,-170,Regular,Credit,Cashback,Digital Wallet,Tata Neu
28/02/24,2024,9,Swiggy Dinner,263,Regular,Food,Swiggy,Digital Wallet,Swiggy Money
28/02/24,2024,9,Swiggy Dinner,232,Regular,Food,Swiggy,Digital Wallet,Swiggy Money
28/02/24,2024,9,The Old House Mysore,364,Regular,Food,Dine-out,Credit Card,HDFC TataNeu Infinity
28/02/24,2024,9,Shell Petrol Pump Snacks,420,Regular,Food,Groceries,Credit Card,HDFC TataNeu Infinity
28/02/24,2024,9,Breakfast - Ruchi Mane Restaurant,125,Regular,Food,Dine-out,Credit Card,HDFC TataNeu Infinity
28/02/24,2024,9,Rahee Di Roambay (3 nights),1725,One-Time,Travel,Accommodation,Credit Card,HDFC TataNeu Infinity
28/02/24,2024,9,Flight Plan Fee,170,One-Time,Technology,Pilot Training,Credit Card,HDFC TataNeu Infinity
28/02/24,2024,9,AmazonPay Cashback - Zomato Purchase,-40,Regular,Credit,Cashback,Digital Wallet,AmazonPay
29/02/24,2024,9,Car Wash - Feb’24,800,Regular,Car,Car Wash & Detailing,UPI,Google Pay
29/02/24,2024,9,ASA Aviation Headset HS1-A,19360,One-Time,Shopping,Electronics,Credit Card,AMEX Gold
29/02/24,2024,9,Tata CliQ Adidas Shorts,56.67,One-Time,Shopping,Fashion,Credit Card,OneCard
29/02/24,2024,9,Swiggy Breakfast,192,Regular,Food,Swiggy,Digital Wallet,Swiggy Money
29/02/24,2024,9,Swiggy Dinner,345,Regular,Food,Swiggy,Digital Wallet,Swiggy Money
29/02/24,2024,9,Swiggy Dinner,274,Regular,Food,Swiggy,Digital Wallet,Swiggy Money
29/02/24,2024,9,Tata CliQ Adidas Shorts,1466.33,One-Time,Shopping,Fashion,Digital Wallet,Tata Neu
29/02/24,2024,9,Bonus Reward - Tata CliQ,-0.22,Regular,Credit,Cashback,Digital Wallet,Tata Neu
29/02/24,2024,9,CRED Cashback - Feb’24,-55,Regular,Credit,Cashback,UPI,Cred
01/03/24,2024,9,Paragon Restaurant MG Road,639,Regular,Food,Dine-out,Credit Card,HDFC Diners Black
01/03/24,2024,9,Milano Ice Cream MG Road,120,Regular,Food,Dine-out,Credit Card,HDFC Diners Black
01/03/24,2024,9,Movie - Dune 2 - PVR Bhartiya Mall,300,Regular,Entertainment,Cinema,Credit Card,HDFC Diners Black
01/03/24,2024,9,Sodexo - Mar’24,-2200,Regular,Credit,Meal Card,Digital Wallet,Pluxee/Sodexo
01/03/24,2024,9,Swiggy Breakfast,341,Regular,Food,Swiggy,Digital Wallet,Swiggy Money
01/03/24,2024,9,Paytm Reload Fee (250 INR),5.88,Regular,Car,Toll,Credit Card,HDFC TataNeu Infinity
01/03/24,2024,9,Parking - Sobha One Mall,50,Regular,Car,Parking,Credit Card,HDFC TataNeu Infinity
01/03/24,2024,9,AllMarket,80,Regular,Food,Groceries,Credit Card,HDFC TataNeu Infinity
01/03/24,2024,9,Tolls - MSR to BLR,320,Regular,Car,Toll,Digital Wallet,PayTM
02/03/24,2024,9,The Witcher Series Books Set,3360,Regular,Shopping,Books,Credit Card,ICICI AmazonPay
02/03/24,2024,9,The Witcher Series Books Set,40,Regular,Shopping,Books,Digital Wallet,AmazonPay
02/03/24,2024,9,Swiggy Dinner,116,Regular,Food,Swiggy,Digital Wallet,Pluxee/Sodexo
02/03/24,2024,9,Swiggy Breakfast,247,Regular,Food,Swiggy,Digital Wallet,Swiggy Money
02/03/24,2024,9,Swiggy Lunch,215,Regular,Food,Swiggy,Digital Wallet,Swiggy Money
02/03/24,2024,9,Swiggy Dinner,79,Regular,Food,Swiggy,Digital Wallet,Swiggy Money
02/03/24,2024,9,Parking - Bhartiya Mall,110,Regular,Car,Parking,Credit Card,HDFC TataNeu Infinity
02/03/24,2024,9,AllMarket,69,Regular,Food,Groceries,Credit Card,HDFC TataNeu Infinity
02/03/24,2024,9,AllMarket,48,Regular,Food,Groceries,Credit Card,HDFC TataNeu Infinity
03/03/24,2024,9,Milano Ice Cream New BEL Road,180,Regular,Food,Dine-out,Credit Card,HDFC Diners Black
03/03/24,2024,9,Swiggy Lunch,391,Regular,Food,Swiggy,Digital Wallet,Pluxee/Sodexo
03/03/24,2024,9,Street Food - Sobha City,45,Regular,Food,Dine-out,Credit Card,HDFC TataNeu Infinity
03/03/24,2024,9,Street Food - Sobha City,90,Regular,Food,Dine-out,Credit Card,HDFC TataNeu Infinity
04/03/24,2024,10,Buffalo Wild Wings Indiranagar,857,Regular,Food,Dine-out,Credit Card,HDFC Diners Black
04/03/24,2024,10,Netflix - Mar’24,649,Regular,Subscription,OTT,Credit Card,HDFC Swiggy
04/03/24,2024,10,Instamart,209,Regular,Food,Groceries,Credit Card,HDFC Swiggy
04/03/24,2024,10,Swiggy Dinner,345,Regular,Food,Swiggy,Digital Wallet,Pluxee/Sodexo
04/03/24,2024,10,Swiggy Breakfast,168,Regular,Food,Swiggy,Digital Wallet,Pluxee/Sodexo
04/03/24,2024,10,Airtel Wifi (01/03/24-31/05/24),2959.12,Regular,Subscription,Internet WiFi,Credit Card,AMEX Platinum Travel
05/03/24,2024,10,BlinkIt Groceries,253,Regular,Food,Groceries,Credit Card,HDFC Swiggy
05/03/24,2024,10,Swiggy Lunch,317,Regular,Food,Swiggy,Digital Wallet,Pluxee/Sodexo
05/03/24,2024,10,Swiggy Dinner,154,Regular,Food,Swiggy,Digital Wallet,Pluxee/Sodexo
05/03/24,2024,10,AllMarket,198,Regular,Food,Groceries,Credit Card,HDFC TataNeu Infinity
05/03/24,2024,10,Health Checkup Reimbursement (Axis Bank),-5000,One-Time,Health & Wellness,Medical Checkup,UPI,Google Pay
06/03/24,2024,10,Swiggy Lunch,207,Regular,Food,Swiggy,Digital Wallet,Pluxee/Sodexo
06/03/24,2024,10,Swiggy Dinner,173,Regular,Food,Swiggy,Digital Wallet,Pluxee/Sodexo
07/03/24,2024,10,Swiggy Dinner,229,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
07/03/24,2024,10,Swiggy Dinner,208,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
07/03/24,2024,10,Swiggy Lunch,243,Regular,Food,Swiggy,Digital Wallet,Pluxee/Sodexo
07/03/24,2024,10,Paytm Reload Fee (300 INR),7.05,Regular,Car,Toll,Credit Card,HDFC TataNeu Infinity
07/03/24,2024,10,Flight Plan Fee,170,One-Time,Technology,Pilot Training,Credit Card,HDFC TataNeu Infinity
07/03/24,2024,10,Rahee Di Roambay (1 night),575,One-Time,Travel,Accommodation,Credit Card,HDFC TataNeu Infinity
07/03/24,2024,10,Breakfast - Ruchi Mane Restaurant,136,Regular,Food,Dine-out,Credit Card,HDFC TataNeu Infinity
07/03/24,2024,10,Tolls - BLR to MSR,320,Regular,Car,Toll,Digital Wallet,PayTM
08/03/24,2024,10,Swiggy Lunch,221,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
08/03/24,2024,10,Swiggy Dinner,298,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
09/03/24,2024,10,Breakfast - Ruchi Mane Restaurant,136,Regular,Food,Dine-out,Credit Card,HDFC TataNeu Infinity
09/03/24,2024,10,Shell Petrol Pump Snacks,40,Regular,Food,Groceries,Credit Card,HDFC TataNeu Infinity
09/03/24,2024,10,Flight Plan Fee,170,One-Time,Technology,Pilot Training,Credit Card,HDFC TataNeu Infinity
09/03/24,2024,10,Paytm Reload Fee (250 INR),5.88,Regular,Car,Toll,Credit Card,HDFC TataNeu Infinity
09/03/24,2024,10,Mandi - Arabian Hotspot HRBR Layout,336,Regular,Food,Dine-out,UPI,Google Pay
09/03/24,2024,10,Bodycraft HRBR Layout,669,Regular,Health & Wellness,Haircare,Credit Card,HDFC TataNeu Infinity
09/03/24,2024,10,Namma Yatri - Auto Fare - Home to Indiranagar,308,Regular,Travel,Cabs,UPI,Google Pay
09/03/24,2024,10,Namma Yatri - Auto Fare - Indiranagar to Home,391,Regular,Travel,Cabs,UPI,Google Pay
09/03/24,2024,10,Tolls - MSR to BLR,320,Regular,Car,Toll,Digital Wallet,PayTM
10/03/24,2024,10,AllMarket,89,Regular,Food,Groceries,Credit Card,HDFC TataNeu Infinity
10/03/24,2024,10,Car Wash - Mar’24,800,Regular,Car,Car Wash & Detailing,UPI,Google Pay
10/03/24,2024,10,Doff Pub Indiranagar with Faadhil & Abhiram,1500,Regular,Food,Dine-out,Credit Card,HDFC TataNeu Infinity
10/03/24,2024,10,Rahee Di Roambay (1 night),575,One-Time,Travel,Accommodation,Credit Card,HDFC TataNeu Infinity
11/03/24,2024,11,Swiggy Breakfast,254,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
11/03/24,2024,11,Swiggy Lunch,344,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
11/03/24,2024,11,AllMarket,75,Regular,Food,Groceries,Credit Card,HDFC TataNeu Infinity
12/03/24,2024,11,Swiggy Breakfast,191,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
12/03/24,2024,11,Swiggy Lunch,223,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
12/03/24,2024,11,Swiggy Dinner,393,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
12/03/24,2024,11,Paytm Reload Fee (350 INR),8.22,Regular,Car,Toll,Credit Card,HDFC TataNeu Infinity
12/03/24,2024,11,Flight Plan Fee,170,One-Time,Technology,Pilot Training,Credit Card,HDFC TataNeu Infinity
12/03/24,2024,11,Rahee Di Roambay (1 night),575,One-Time,Travel,Accommodation,Credit Card,HDFC TataNeu Infinity
12/03/24,2024,11,Tolls - BLR to MSR,320,Regular,Car,Toll,Digital Wallet,PayTM
12/03/24,2024,11,Jio Data Pack,239,Regular,Subscription,Mobile Data,Credit Card,ICICI AmazonPay
13/03/24,2024,11,Swiggy Dinner,181,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
13/03/24,2024,11,Swiggy Dinner,313,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
13/03/24,2024,11,Prints - AEP Pass,48,Regular,Services,Stationery,Credit Card,HDFC TataNeu Infinity
13/03/24,2024,11,Prints - Passport Sized Photos,100,Regular,Services,Stationery,Credit Card,HDFC TataNeu Infinity
13/03/24,2024,11,Breakfast - Ruchi Mane Restaurant,136,Regular,Food,Dine-out,Credit Card,HDFC TataNeu Infinity
14/03/24,2024,11,Maverick & Farmer Koramangala,315,Regular,Food,Dine-out,Credit Card,HDFC Diners Black
14/03/24,2024,11,Maverick & Farmer Koramangala,284,Regular,Food,Dine-out,Credit Card,HDFC Diners Black
14/03/24,2024,11,Swiggy Breakfast Refund,-105,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
14/03/24,2024,11,Swiggy Breakfast,350,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
14/03/24,2024,11,Paytm Reload Fee (300 INR),7.05,Regular,Car,Toll,Credit Card,HDFC TataNeu Infinity
14/03/24,2024,11,Tolls - MSR to BLR,320,Regular,Car,Toll,Digital Wallet,PayTM
15/03/24,2024,11,Flight BLR-JAI (Booked 23/01/2024),5807,One-Time,Travel,Flight,Credit Card,HDFC Diners Black
15/03/24,2024,11,Airport Lounge (BLR 080),2,Regular,Travel,Airport Lounge,Credit Card,HDFC Diners Black
15/03/24,2024,11,Uber - Cab Fare - Home to BLR Airport,889.48,Regular,Travel,Cabs,Credit Card,HDFC TataNeu Infinity
17/03/24,2024,11,Flight JAI-BLR (Booked 26/02/2024),3539,One-Time,Travel,Flight,Credit Card,HDFC Diners Black
17/03/24,2024,11,Swiggy Dinner,251,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
17/03/24,2024,11,Swiggy Dinner,208,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
17/03/24,2024,11,Uber - Cab Fare - BLR Airport to Home,434.86,Regular,Travel,Cabs,Credit Card,HDFC TataNeu Infinity
18/03/24,2024,12,Swiggy Dinner,522,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
18/03/24,2024,12,Swiggy Dinner,292,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
18/03/24,2024,12,HDFC FasTag Purchase for Ford Ecosport,250,Regular,Car,Toll,Credit Card,HDFC TataNeu Infinity
18/03/24,2024,12,TumbleDry Kalyan Nagar,356,Regular,Services,Laundry,Credit Card,OneCard
18/03/24,2024,12,PayTM FasTag Security Deposit Refund,-250,Regular,Car,Toll,Digital Wallet,PayTM
19/03/24,2024,12,Swiggy Dinner,396,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
19/03/24,2024,12,Swiggy Dinner,265,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
19/03/24,2024,12,Alteration - Sobha City Tailor,50,Regular,Services,Tailoring,Credit Card,HDFC TataNeu Infinity
19/03/24,2024,12,AllMarket,268,Regular,Food,Groceries,Credit Card,HDFC TataNeu Infinity
20/03/24,2024,12,AmazonPay Cashback - Mar’24,-335,Regular,Credit,Cashback,Digital Wallet,AmazonPay
20/03/24,2024,12,Swiggy Dinner,217,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
20/03/24,2024,12,Swiggy Dinner,345,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
20/03/24,2024,12,iCloud 2TB - Mar’24,414,Regular,Subscription,Cloud Storage,Credit Card,ICICI AmazonPay
20/03/24,2024,12,iCloud 2TB - Mar’24,335,Regular,Subscription,Cloud Storage,Digital Wallet,AmazonPay
20/03/24,2024,12,YouTube Music - Mar’24,129,Regular,Subscription,Music,Credit Card,ICICI AmazonPay
21/03/24,2024,12,AllMarket,187,Regular,Food,Groceries,Credit Card,HDFC TataNeu Infinity
22/03/24,2024,12,Airport Lounge (BLR 080),2,Regular,Travel,Airport Lounge,Credit Card,HDFC Diners Black
22/03/24,2024,12,Uber - Cab Fare - Home to BLR Airport,534.38,Regular,Travel,Cabs,Credit Card,HDFC TataNeu Infinity
24/03/24,2024,12,Salt Burger - Dubai Marina Mall with Joseph (149 AED),3467.15,Regular,Food,Dine-out,Credit Card,HDFC Diners Black
26/03/24,2024,13,HDFC Swiggy Cashback - Mar’24,-121,Regular,Credit,Cashback,Digital Wallet,Swiggy Money
26/03/24,2024,13,TataNeu Cashback - Mar’24,-107,Regular,Credit,Cashback,Digital Wallet,Tata Neu
28/03/24,2024,13,Proposal Ring for Duby - Tiffany & Co.,262504.52,One-Time,Gifting,Partner Gift,Credit Card,AMEX Platinum Travel
31/03/24,2024,13,Proposal Ring for Duby - Tiffany & Co. - Tax Refund,-12083.68,One-Time,Gifting,Partner Gift,Credit Card,AMEX Platinum Travel
31/03/24,2024,13,CRED Cashback - Mar’24,-6,Regular,Credit,Cashback,UPI,Cred
01/04/24,2024,14,BlinkIt Groceries,220,Regular,Food,Groceries,Credit Card,HDFC Swiggy
01/04/24,2024,14,Burger Seigneur Bhartiya Mall,457,Regular,Food,Dine-out,Credit Card,HDFC Swiggy
01/04/24,2024,14,Microsoft Flight Simulator 2020: Deluxe Edition,5999,Regular,Entertainment,Gaming,Credit Card,HDFC Swiggy
01/04/24,2024,14,Sodexo - Apr’24,-1393,Regular,Credit,Meal Card,Digital Wallet,Pluxee/Sodexo
01/04/24,2024,14,Movie - Aadujeevitham - PVR Bhartiya Mall,75.40,Regular,Entertainment,Cinema,Credit Card,OneCard
01/04/24,2024,14,PVR Snacks - Chicken Tikka Sandwich,340,Regular,Food,Dine-out,Credit Card,AMEX MRCC
01/04/24,2024,14,Parking - Bhartiya Mall,110,Regular,Car,Parking,Credit Card,HDFC TataNeu Infinity
01/04/24,2024,14,Uber - Cab Fare - BLR Airport to Home,431.37,Regular,Travel,Cabs,Credit Card,HDFC TataNeu Infinity
02/04/24,2024,14,Swiggy Evening Snack,209,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
02/04/24,2024,14,Netflix - Apr’24,649,Regular,Subscription,OTT,Credit Card,HDFC Swiggy
02/04/24,2024,14,Swiggy Dinner,87,Regular,Food,Swiggy,Digital Wallet,Pluxee/Sodexo
02/04/24,2024,14,Swiggy Dinner,121,Regular,Food,Swiggy,Digital Wallet,Swiggy Money
02/04/24,2024,14,Car Perfume,349,Regular,Car,Maintenance & Repair,Credit Card,ICICI AmazonPay
03/04/24,2024,14,TumbleDry Kalyan Nagar,297,Regular,Services,Laundry,Credit Card,HDFC Swiggy
03/04/24,2024,14,HumbleBeans Cafe Indiranagar,450,Regular,Food,Dine-out,Credit Card,AMEX MRCC
03/04/24,2024,14,Pizza Express with Sumangal,1230.10,Regular,Food,Dine-out,Credit Card,AMEX MRCC
03/04/24,2024,14,Adjustment - Pizza Express with Sumangal,-615,Regular,Food,Dine-out,UPI,Google Pay
03/04/24,2024,14,Magnolia Bakery Indiranagar,401,Regular,Food,Dine-out,Credit Card,AMEX MRCC
03/04/24,2024,14,AllMarket,316,Regular,Food,Groceries,Credit Card,HDFC TataNeu Infinity
03/04/24,2024,14,Alteration - Sobha City Tailor,250,Regular,Services,Tailoring,Credit Card,HDFC TataNeu Infinity
04/04/24,2024,14,"Salt Restaurant - VR Bengaluru, Whitefield",866,Regular,Food,Dine-out,Credit Card,HDFC Swiggy
04/04/24,2024,14,PVR Snacks - Popcorn & Drinks Combo,960,Regular,Food,Dine-out,Credit Card,AMEX MRCC
04/04/24,2024,14,Breakfast - Ruchi Mane Restaurant,136,Regular,Food,Dine-out,Credit Card,HDFC TataNeu Infinity
04/04/24,2024,14,Dunzo - Delivery of Dry Cleaned Clothes,143,Regular,Services,Logistics & Delivery,Credit Card,HDFC TataNeu Infinity
04/04/24,2024,14,Tolls - BLR to MSR,320,Regular,Car,Toll,Digital Wallet,HDFC FasTag
04/04/24,2024,14,Tolls - MSR to BLR,165,Regular,Car,Toll,Digital Wallet,HDFC FasTag
05/04/24,2024,14,Swiggy Evening Snack,367,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
05/04/24,2024,14,Parking - VR Bengaluru Mall,110,Regular,Car,Parking,Credit Card,HDFC TataNeu Infinity
05/04/24,2024,14,Swiggy Dinner,281,Regular,Food,Swiggy,Digital Wallet,Pluxee/Sodexo
